number;name;type1;type2;total;hp;attack;defense;sp_attack;sp_defense;speed;generation;legendary; antecesor; predecesor;Column1
689;Barbaracle;Rock;Water;500;72;105;115;54;86;68;6;FALSO; Binacle; NONE;
690;Skrelp;Poison;Water;320;50;60;60;60;60;30;6;FALSO; NONE; Dragalge;
691;Dragalge;Poison;Dragon;494;65;75;90;97;123;44;6;FALSO; Skrelp; NONE;
692;Clauncher;Water;NONE;330;50;53;62;58;63;44;6;FALSO; NONE; Clawitzer;
693;Clawitzer;Water;NONE;500;71;73;88;120;89;59;6;FALSO; Clauncher; NONE;
694;Helioptile;Electric;Normal;289;44;38;33;61;43;70;6;FALSO; NONE; Heliolisk;
695;Heliolisk;Electric;Normal;481;62;55;52;109;94;109;6;FALSO; Helioptile; NONE;
696;Tyrunt;Rock;Dragon;362;58;89;77;45;45;48;6;FALSO; NONE; Tyrantrum;
697;Tyrantrum;Rock;Dragon;521;82;121;119;69;59;71;6;FALSO; Tyrunt; NONE;
698;Amaura;Rock;Ice;362;77;59;50;67;63;46;6;FALSO; NONE; Aurorus;
699;Aurorus;Rock;Ice;521;123;77;72;99;92;58;6;FALSO; Amaura; NONE;
700;Sylveon;Fairy;NONE;525;95;65;65;110;130;60;6;FALSO; Eevee; NONE;
701;Hawlucha;Fighting;Flying;500;78;92;75;74;63;118;6;FALSO; NONE; NONE;
702;Dedenne;Electric;Fairy;431;67;58;57;81;67;101;6;FALSO; NONE; NONE;
703;Carbink;Rock;Fairy;500;50;50;150;50;150;50;6;FALSO; NONE; NONE;
704;Goomy;Dragon;NONE;300;45;50;35;55;75;40;6;FALSO; NONE; Sliggoo;
705;Sliggoo;Dragon;NONE;452;68;75;53;83;113;60;6;FALSO; Goomy; Goodra;
706;Goodra;Dragon;NONE;600;90;100;70;110;150;80;6;FALSO; Sliggoo; NONE;
707;Klefki;Steel;Fairy;470;57;80;91;80;87;75;6;FALSO; NONE; NONE;
708;Phantump;Ghost;Grass;309;43;70;48;50;60;38;6;FALSO; NONE; Trevenant;
709;Trevenant;Ghost;Grass;474;85;110;76;65;82;56;6;FALSO; Phantump; NONE;
710;Pumpkaboo Average Size;Ghost;Grass;335;49;66;70;44;55;51;6;FALSO; NONE; Gourgeist Average Size;
710;Pumpkaboo Small Size;Ghost;Grass;335;44;66;70;44;55;56;6;FALSO; NONE; Gourgeist Small Size;
710;Pumpkaboo Large Size;Ghost;Grass;335;54;66;70;44;55;46;6;FALSO; NONE; Gourgeist Large Size;
710;Pumpkaboo Super Size;Ghost;Grass;335;59;66;70;44;55;41;6;FALSO; NONE; Gourgeist Super Size;
711;Gourgeist Average Size;Ghost;Grass;494;65;90;122;58;75;84;6;FALSO; Pumkaboo Average Size; NONE;
711;Gourgeist Small Size;Ghost;Grass;494;55;85;122;58;75;99;6;FALSO; Pumkaboo Small Size; NONE;
711;Gourgeist Large Size;Ghost;Grass;494;75;95;122;58;75;69;6;FALSO; Pumkaboo Large Size; NONE;
711;Gourgeist Super Size;Ghost;Grass;494;85;100;122;58;75;54;6;FALSO; Pumkaboo Super Size; NONE;
712;Bergmite;Ice;NONE;304;55;69;85;32;35;28;6;FALSO; NONE; Avalugg;
713;Avalugg;Ice;NONE;514;95;117;184;44;46;28;6;FALSO; Bergmite; NONE;
714;Noibat;Flying;Dragon;245;40;30;35;45;40;55;6;FALSO; NONE; Noivern;
715;Noivern;Flying;Dragon;535;85;70;80;97;80;123;6;FALSO; Noibat; NONE;
716;Xerneas;Fairy;NONE;680;126;131;95;131;98;99;6;VERDADERO; NONE; NONE;
717;Yveltal;Dark;Flying;680;126;131;95;131;98;99;6;VERDADERO; NONE; NONE;
718;Zygarde 10% Forme;Dragon;Ground;486;54;100;71;61;85;115;6;VERDADERO; NONE; NONE;
718;Zygarde 50% Forme;Dragon;Ground;600;108;100;121;81;95;95;6;VERDADERO; NONE; NONE;
718;Zygarde Complete Forme;Dragon;Ground;708;216;100;121;91;95;85;6;VERDADERO; NONE; NONE;
719;Diancie;Rock;Fairy;600;50;100;150;100;150;50;6;VERDADERO; NONE; NONE;
719;Mega Diancie;Rock;Fairy;700;50;160;110;160;110;110;6;VERDADERO; NONE; NONE;
720;Hoopa Confined;Psychic;Ghost;600;80;110;60;150;130;70;6;VERDADERO; NONE; NONE;
720;Hoopa Unbound;Psychic;Dark;680;80;160;60;170;130;80;6;VERDADERO; NONE; NONE;
721;Volcanion;Fire;Water;600;80;110;120;130;90;70;6;VERDADERO; NONE; NONE;
722;Rowlet;Grass;Flying;320;68;55;55;50;50;42;7;FALSO; NONE; Dartrix;
723;Dartrix;Grass;Flying;420;78;75;75;70;70;52;7;FALSO; Rowlet; Decidueye;
724;Decidueye;Grass;Ghost;530;78;107;75;100;100;70;7;FALSO; Dartrix; NONE;
725;Litten;Fire;NONE;320;45;65;40;60;40;70;7;FALSO; NONE; Torracat;
726;Torracat;Fire;NONE;420;65;85;50;80;50;90;7;FALSO; Litten; Incineroar;
727;Incineroar;Fire;Dark;530;95;115;90;80;90;60;7;FALSO; Torracat; NONE;
728;Popplio;Water;NONE;320;50;54;54;66;56;40;7;FALSO; NONE; Brionne;
729;Brionne;Water;NONE;420;60;69;69;91;81;50;7;FALSO; Popplio; Primarina;
730;Primarina;Water;Fairy;530;80;74;74;126;116;60;7;FALSO; Brionne; NONE;
731;Pikipek;Normal;Flying;265;35;75;30;30;30;65;7;FALSO; NONE; Trumbeak;
732;Trumbeak;Normal;Flying;355;55;85;50;40;50;75;7;FALSO; Pikipek; Toucannon;
733;Toucannon;Normal;Flying;485;80;120;75;75;75;60;7;FALSO; Trumbeak; NONE;
734;Yungoos;Normal;NONE;253;48;70;30;30;30;45;7;FALSO; NONE; Gumshoos;
735;Gumshoos;Normal;NONE;418;88;110;60;55;60;45;7;FALSO; Yungoos; NONE;
736;Grubbin;Bug;NONE;300;47;62;45;55;45;46;7;FALSO; NONE; Charjabug;
737;Charjabug;Bug;Electric;400;57;82;95;55;75;36;7;FALSO; Grubin; Vikabolt;
738;Vikavolt;Bug;Electric;500;77;70;90;145;75;43;7;FALSO; Charjabug; NONE;
739;Crabrawler;Fighting;NONE;338;47;82;57;42;47;63;7;FALSO; NONE; Crabominable;
740;Crabominable;Fighting;Ice;478;97;132;77;62;67;43;7;FALSO; Crabrawler; NONE;
741;Oricorio Baile Style;Fire;Flying;476;75;70;70;98;70;93;7;FALSO; NONE; NONE;
741;Oricorio Pom-Pom Style;Electric;Flying;476;75;70;70;98;70;93;7;FALSO; NONE; NONE;
741;Oricorio P'au Style;Psychic;Flying;476;75;70;70;98;70;93;7;FALSO; NONE; NONE;
741;Oricorio Sensu Style;Ghost;Flying;476;75;70;70;98;70;93;7;FALSO; NONE; NONE;
742;Cutiefly;Bug;Fairy;304;40;45;40;55;40;84;7;FALSO; NONE; Rimbombee;
743;Ribombee;Bug;Fairy;464;60;55;60;95;70;124;7;FALSO; Cutiefly; NONE;
744;Rockruff;Rock;NONE;280;45;65;40;30;40;60;7;FALSO; NONE; Lycanroc Dusk Forme;
745;Lycanroc Midday Forme;Rock;NONE;487;75;115;65;55;65;112;7;FALSO; Rockruff; NONE;
745;Lycanroc Midnight Forme;Rock;NONE;487;85;115;75;55;75;82;7;FALSO; Rockruff; NONE;
745;Lycanroc Dusk Forme;Rock;NONE;487;75;117;65;55;65;110;7;FALSO; Rockruff; NONE;
746;Wishiwashi Solo Forme;Water;NONE;175;45;20;20;25;25;40;7;FALSO; NONE; NONE;
746;Wishiwashi School Forme;Water;NONE;620;45;140;130;140;135;30;7;FALSO; NONE; NONE;
747;Mareanie;Poison;Water;305;50;53;62;43;52;45;7;FALSO; NONE; Toxapex;
748;Toxapex;Poison;Water;495;50;63;152;53;142;35;7;FALSO; Mareanie; NONE;
749;Mudbray;Ground;NONE;385;70;100;70;45;55;45;7;FALSO; NONE; Mudsdale;
750;Mudsdale;Ground;NONE;500;100;125;100;55;85;35;7;FALSO; Mudbray; NONE;
751;Dewpider;Water;Bug;269;38;40;52;40;72;27;7;FALSO; NONE; Araquanid;
752;Araquanid;Water;Bug;454;68;70;92;50;132;42;7;FALSO; Dewpider; NONE;
753;Fomantis;Grass;NONE;250;40;55;35;50;35;35;7;FALSO; NONE; Lurantis;
754;Lurantis;Grass;NONE;480;70;105;90;80;90;45;7;FALSO; Fomantis; NONE;
755;Morelull;Grass;Fairy;285;40;35;55;65;75;15;7;FALSO; NONE; Shiinotic;
756;Shiinotic;Grass;Fairy;405;60;45;80;90;100;30;7;FALSO; Morelull; NONE;
757;Salandit;Poison;Fire;320;48;44;40;71;40;77;7;FALSO; NONE; Salazzle;
758;Salazzle;Poison;Fire;480;68;64;60;111;60;117;7;FALSO; Salandit; NONE;
759;Stufful;Normal;Fighting;340;70;75;50;45;50;50;7;FALSO; NONE; Bewear;
760;Bewear;Normal;Fighting;500;120;125;80;55;60;60;7;FALSO; Stufful; NONE;
761;Bounsweet;Grass;NONE;210;42;30;38;30;38;32;7;FALSO; NONE; Steenee;
762;Steenee;Grass;NONE;290;52;40;48;40;48;62;7;FALSO; Bounsweet; Tsareena;
763;Tsareena;Grass;NONE;510;72;120;98;50;98;72;7;FALSO; Steenee; NONE;
764;Comfey;Fairy;NONE;485;51;52;90;82;110;100;7;FALSO; NONE; NONE;
765;Oranguru;Normal;Psychic;490;90;60;80;90;110;60;7;FALSO; NONE; NONE;
766;Passimian;Fighting;NONE;490;100;120;90;40;60;80;7;FALSO; NONE; NONE;
767;Wimpod;Bug;Water;230;25;35;40;20;30;80;7;FALSO; NONE; Golisopood;
768;Golisopod;Bug;Water;530;75;125;140;60;90;40;7;FALSO; Wimpod; NONE;
769;Sandygast;Ghost;Ground;320;55;55;80;70;45;15;7;FALSO; NONE; Palossand;
770;Palossand;Ghost;Ground;480;85;75;110;100;75;35;7;FALSO; Sandygast; NONE;
771;Pyukumuku;Water;NONE;410;55;60;130;30;130;5;7;FALSO; NONE; NONE;
772;Type: Null;Normal;NONE;534;95;95;95;95;95;59;7;FALSO; NONE; Sivally;
773;Silvally;Normal;NONE;570;95;95;95;95;95;95;7;FALSO; Type: Null; NONE;
774;Minior Meteor Forme;Rock;Flying;440;60;60;100;60;100;60;7;FALSO; NONE; NONE;
774;Minior Core Forme;Rock;Flying;500;60;100;60;100;60;120;7;FALSO; NONE; NONE;
775;Komala;Normal;NONE;480;65;115;65;75;95;65;7;FALSO; NONE; NONE;
776;Turtonator;Fire;Dragon;485;60;78;135;91;85;36;7;FALSO; NONE; NONE;
777;Togedemaru;Electric;Steel;435;65;98;63;40;73;96;7;FALSO; NONE; NONE;
778;Mimikyu;Ghost;Fairy;476;55;90;80;50;105;96;7;FALSO; NONE; NONE;
779;Bruxish;Water;Psychic;475;68;105;70;70;70;92;7;FALSO; NONE; NONE;
780;Drampa;Normal;Dragon;485;78;60;85;135;91;36;7;FALSO; NONE; NONE;
781;Dhelmise;Ghost;Grass;517;70;131;100;86;90;40;7;FALSO; NONE; NONE;
782;Jangmo-o;Dragon;NONE;300;45;55;65;45;45;45;7;FALSO; NONE; Hakamo-o;
783;Hakamo-o;Dragon;Fighting;420;55;75;90;65;70;65;7;FALSO; Jangmo-o; Kommo-o;
784;Kommo-o;Dragon;Fighting;600;75;110;125;100;105;85;7;FALSO; Hakamp-o; NONE;
785;Tapu Koko;Electric;Fairy;570;70;115;85;95;75;130;7;VERDADERO; NONE; NONE;
786;Tapu Lele;Psychic;Fairy;570;70;85;75;130;115;95;7;VERDADERO; NONE; NONE;
787;Tapu Bulu;Grass;Fairy;570;70;130;115;85;95;75;7;VERDADERO; NONE; NONE;
788;Tapu Fini;Water;Fairy;570;70;75;115;95;130;85;7;VERDADERO; NONE; NONE;
789;Cosmog;Psychic;NONE;200;43;29;31;29;31;37;7;VERDADERO; NONE; Cosmoem;
790;Cosmoem;Psychic;NONE;400;43;29;131;29;131;37;7;VERDADERO; Cosmog; Solgaleo;
791;Solgaleo;Psychic;Steel;680;137;137;107;113;89;97;7;VERDADERO; Cosmoem; NONE;
792;Lunala;Psychic;Ghost;680;137;113;89;137;107;97;7;VERDADERO; Cosmoem; NONE;
793;Nihilego;Rock;Poison;570;109;53;47;127;131;103;7;FALSO; NONE; NONE;
794;Buzzwole;Bug;Fighting;570;107;139;139;53;53;79;7;FALSO; NONE; NONE;
795;Pheromosa;Bug;Fighting;570;71;137;37;137;37;151;7;FALSO; NONE; NONE;
796;Xurkitree;Electric;NONE;570;83;89;71;173;71;83;7;FALSO; NONE; NONE;
797;Celesteela;Steel;Flying;570;97;101;103;107;101;61;7;FALSO; NONE; NONE;
798;Kartana;Grass;Steel;570;59;181;131;59;31;109;7;FALSO; NONE; NONE;
799;Guzzlord;Dark;Dragon;570;223;101;53;97;53;43;7;FALSO; NONE; NONE;
800;Necrozma;Psychic;NONE;600;97;107;101;127;89;79;7;VERDADERO; NONE; NONE;
800;Dusk Mane Necrozma;Psychic;Steel;680;97;157;127;113;109;77;7;VERDADERO; NONE; NONE;
800;Dawn Wings Necrozma;Psychic;Ghost;680;97;113;109;157;127;77;7;VERDADERO; NONE; NONE;
800;Ultra Necrozma;Psychic;Dragon;754;97;167;97;167;97;129;7;VERDADERO; NONE; NONE;
801;Magearna;Steel;Fairy;600;80;95;115;130;115;65;7;VERDADERO; NONE; NONE;
802;Marshadow;Fighting;Ghost;600;90;125;80;90;90;125;7;VERDADERO; NONE; NONE;
803;Poipole;Poison;NONE;420;67;73;67;73;67;73;7;FALSO; NONE; Naganadel;
804;Naganadel;Poison;Dragon;540;73;73;73;127;73;121;7;FALSO; Poipole; NONE;
805;Stakataka;Rock;Steel;570;61;131;211;53;101;13;7;FALSO; NONE; NONE;
806;Blacephalon;Fire;Ghost;570;53;127;53;151;79;107;7;FALSO; NONE; NONE;
807;Zeraora;Electric;NONE;600;88;112;75;102;80;143;7;VERDADERO; NONE; NONE;
808;Meltan;Steel;NONE;300;46;65;65;55;35;34;0;VERDADERO; NONE; Melmetal;
809;Melmetal;Steel;NONE;600;135;143;143;80;65;34;0;VERDADERO; Meltan; NONE;
809;Gigantamax Melmetal;Steel;NONE;600;135;143;143;80;65;34;0;VERDADERO; NONE; NONE;
810;Grookey;Grass;NONE;310;50;65;50;40;40;65;8;FALSO; NONE; Thwackey;
811;Thwackey;Grass;NONE;420;70;85;70;55;60;80;8;FALSO; Grookey; Rillaboom;
812;Rillaboom;Grass;NONE;530;100;125;90;60;70;85;8;FALSO; Thwackey; NONE;
812;Gigantamax Rillaboom;Grass;NONE;530;100;125;90;60;70;85;8;FALSO; NONE; NONE;
813;Scorbunny;Fire;NONE;310;50;71;40;40;40;69;8;FALSO; NONE; Raboot;
814;Raboot;Fire;NONE;420;65;86;60;55;60;94;8;FALSO; Scorbunny; Cinderace;
815;Cinderace;Fire;NONE;530;80;116;75;65;75;119;8;FALSO; Raboo; NONE;
815;Gigantamax Cinderace;Fire;NONE;530;80;116;75;65;75;119;8;FALSO; NONE; NONE;
816;Sobble;Water;NONE;310;50;40;40;70;40;70;8;FALSO; NONE; Drizzile;
817;Drizzile;Water;NONE;420;65;60;55;95;55;90;8;FALSO; Sobble; Inteleon;
818;Inteleon;Water;NONE;530;70;85;65;125;65;120;8;FALSO; Drizzile; NONE;
818;Gigantamax Inteleon;Water;NONE;530;70;85;65;125;65;120;8;FALSO; NONE; NONE;
819;Skwovet;Normal;NONE;275;70;55;55;35;35;25;8;FALSO; NONE; Greedent;
820;Greedent;Normal;NONE;460;120;95;95;55;75;20;8;FALSO; Skwovet; NONE;
821;Rookidee;Flying;NONE;245;38;47;35;33;35;57;8;FALSO; NONE; Corvisquire;
822;Corvisquire;Flying;NONE;365;68;67;55;43;55;77;8;FALSO; Rookidee; Corviknight;
823;Corviknight;Flying;Steel;495;98;87;105;53;85;67;8;FALSO; Corvisquire; NONE;
823;Gigantamax Corviknight;Flying;Steel;495;98;87;105;53;85;67;8;FALSO; NONE; NONE;
824;Blipbug;Bug;NONE;180;25;20;20;25;45;45;8;FALSO; NONE; Dottler;
825;Dottler;Bug;Psychic;335;50;35;80;50;90;30;8;FALSO; Blipbug; Orbeetle;
826;Orbeetle;Bug;Psychic;505;60;45;110;80;120;90;8;FALSO; Dottler; NONE;
826;Gigantamax Orbeetle;Bug;Psychic;505;60;45;110;80;120;90;8;FALSO; NONE; NONE;
827;Nickit;Dark;NONE;245;40;28;28;47;52;50;8;FALSO; NONE; Thievul;
828;Thievul;Dark;NONE;455;70;58;58;87;92;90;8;FALSO; Nickit; NONE;
829;Gossifleur;Grass;NONE;250;40;40;60;40;60;10;8;FALSO; NONE; Eldegoss;
830;Eldegoss;GRASS;NONE;460;60;50;90;80;120;60;8;FALSO; Gossifleur; NONE;
831;Wooloo;Normal;NONE;270;42;40;55;40;45;48;8;FALSO; NONE; Dubwool;
832;Dubwool;Normal;NONE;490;72;80;100;60;90;88;8;FALSO; Wooloo; NONE;
833;Chewtle;Water;NONE;284;50;64;50;38;38;44;8;FALSO; NONE; Drednaw;
834;Drednaw;Water;Rock;485;90;115;90;48;68;74;8;FALSO; Chewtle; NONE;
834;Gigantamax Drednaw;Water;Rock;485;90;115;90;48;68;74;8;FALSO; NONE; NONE;
835;Yamper;Electric;NONE;270;59;45;50;40;50;26;8;FALSO; NONE; Boltund;
836;Boltund;Electric;NONE;490;69;90;60;90;60;121;8;FALSO; Yamper; NONE;
837;Rolycoly;Rock;NONE;240;30;40;50;40;50;30;8;FALSO; NONE; Carkol;
838;Carkol;Rock;Fire;410;80;60;90;60;70;50;8;FALSO; Rolycoly; Coalossal;
839;Coalossal;Rock;Fire;510;110;80;120;80;90;30;8;FALSO; Carkol; NONE;
839;Gigantamax Coalossal;Rock;Fire;510;110;80;120;80;90;30;8;FALSO; NONE; NONE;
840;Applin;Grass;Dragon;260;40;40;80;40;40;20;8;FALSO; NONE; Flapple;
841;Flapple;Grass;Dragon;485;70;110;80;95;60;70;8;FALSO; Applin; NONE;
841;Gigantamax Flapple;Grass;Dragon;485;70;110;80;95;60;70;8;FALSO; NONE; NONE;
842;Appletun;Grass;Dragon;485;110;85;80;100;80;30;8;FALSO; Applin; NONE;
842;Gigantamax Appletun;Grass;Dragon;485;110;85;80;100;80;30;8;FALSO; NONE; NONE;
843;Silicobra;Ground;NONE;315;52;57;75;35;50;46;8;FALSO; NONE; Sandacobra;
844;Sandaconda;Ground;NONE;510;72;107;125;65;70;71;8;FALSO; Silicobra; NONE;
844;Gigantamax Sandaconda;Ground;NONE;510;72;107;125;65;70;71;8;FALSO; NONE; NONE;
845;Cramorant;Flying;Water;475;70;85;55;85;95;85;8;FALSO; NONE; NONE;
846;Arrokuda;Water;NONE;280;41;63;40;40;30;66;8;FALSO; NONE; Barraskewda;
847;Barraskewda;Water;NONE;490;61;123;60;60;50;136;8;FALSO; Arrokuda; NONE;
848;Toxel;Electric;Poison;242;40;38;35;54;35;40;8;FALSO; NONE; Totricity Amped Forme;
849;Toxtricity Amped Forme;Electric;Poison;502;75;98;70;114;70;75;8;FALSO; Toxel; NONE;
849;Toxitricity Low Key Forme;Electric;Poison;502;75;98;70;114;70;75;8;FALSO; Toxel; NONE;
849;Gigantamax Toxitricity;Electric;Poison;502;75;98;70;114;70;75;8;FALSO; NONE; NONE;
850;Sizzlipede;Fire;Bug;305;50;65;45;50;50;45;8;FALSO; NONE; Centiskorch;
851;Centiskorch;Fire;Bug;525;100;115;65;90;90;65;8;FALSO; Sizzlipede; NONE;
851;Gigantamax Centiskorch;Fire;Bug;525;100;115;65;90;90;65;8;FALSO; NONE; NONE;
852;Clobbopus;Fighting;NONE;310;50;68;60;50;50;32;8;FALSO; NONE; Grapploct;
853;Grapploct;Fighting;NONE;480;80;118;90;70;80;42;8;FALSO; Clobbopus; NONE;
854;Sinistea;Ghost;NONE;308;40;45;45;74;54;50;8;FALSO; NONE; Polteageist;
855;Polteageist;Ghost;NONE;508;60;65;65;134;114;70;8;FALSO; Sinistea; NONE;
856;Hatenna;Psychic;NONE;265;42;30;45;56;53;39;8;FALSO; NONE; Hattrem;
857;Hattrem;Psychic;NONE;370;57;40;65;86;73;49;8;FALSO; Hatenna; Hatterene;
858;Hatterene;Psychic;Fairy;510;57;90;95;136;103;29;8;FALSO; Hattrem; NONE;
858;Gigantamax Hatterene;Psychic;Fairy;510;57;90;95;136;103;29;8;FALSO; NONE; NONE;
859;Impidimp;Dark;Fairy;265;45;45;30;55;40;50;8;FALSO; NONE; Morgrem;
860;Morgrem;Dark;Fairy;370;65;60;45;75;55;70;8;FALSO; Impidimp; Grimmsnarl;
861;Grimmsnarl;Dark;Fairy;510;95;120;65;95;75;60;8;FALSO; Morgrem; NONE;
861;Gigantamax Grimmsnarl;Dark;Fairy;510;95;120;65;95;75;60;8;FALSO; NONE; NONE;
862;Obstagoon;Dark;Normal;520;93;90;101;60;81;95;8;FALSO; Galarian Linoone; NONE;
863;Perrserker;Steel;NONE;440;70;110;100;50;60;50;8;FALSO; Galarian Meowth; NONE;
864;Cursola;Ghost;NONE;510;60;95;50;145;130;30;8;FALSO; Galarian Corsola; NONE;
865;Sirfetch'd;Fighting;NONE;507;62;135;95;68;82;65;8;FALSO; Galarian Farfetch'd; NONE;
866;Mr. Rime;Ice;Psychic;520;80;85;75;110;100;70;8;FALSO; Galarian Mr. Mime; NONE;
867;Runerigus;Ground;Ghost;483;58;95;145;50;105;30;8;FALSO; Galarian Yamask; NONE;
868;Milcery;Fairy;NONE;270;45;40;40;50;61;34;8;FALSO; NONE; Alcremie;
869;Alcremie;Fairy;NONE;495;65;60;75;110;121;64;8;FALSO; Milcery; NONE;
869;Gigantamax Alcremie;Fairy;NONE;495;65;60;75;110;121;64;8;FALSO; NONE; NONE;
870;Falinks;Fighting;NONE;470;65;100;100;70;60;75;8;FALSO; NONE; NONE;
871;Pincurchin;Electric;NONE;435;48;101;95;91;85;15;8;FALSO; NONE; NONE;
872;Snom;Ice;Bug;185;30;25;35;45;30;20;8;FALSO; NONE; Frosmoth;
873;Frosmoth;Ice;Bug;475;70;65;60;125;90;65;8;FALSO; Snom; NONE;
874;Stonjourner;Rock;NONE;470;100;125;135;20;20;70;8;FALSO; NONE; NONE;
875;Eiscue Ice Face;Ice;NONE;470;75;80;110;65;90;50;8;FALSO; NONE; NONE;
875;Eiscue Noice Face;Ice;NONE;470;75;80;70;65;50;130;8;FALSO; NONE; NONE;
876;Indeedee Male;Psychic;Normal;475;60;65;55;105;95;95;8;FALSO; NONE; NONE;
876;Indeedee Female;Psychic;Normal;475;70;55;65;95;105;85;8;FALSO; NONE; NONE;
877;Morpeko Full Belly Mode;Electric;Dark;436;58;95;58;70;58;97;8;FALSO; NONE; NONE;
877;Morpeko Hangry Mode;Electric;Dark;436;58;95;58;70;58;97;8;FALSO; NONE; NONE;
878;Cufant;Steel;NONE;330;72;80;49;40;49;40;8;FALSO; NONE; Copperajah;
879;Copperajah;Steel;NONE;500;122;130;69;80;69;30;8;FALSO; Cufant; NONE;
879;Gigantamax Copperajah;Steel;NONE;500;122;130;69;80;69;30;8;FALSO; NONE; NONE;
880;Dracozolt;Electric;Dragon;505;90;100;90;80;70;75;8;FALSO; NONE; NONE;
881;Arctozolt;Electric;Ice;505;90;100;90;90;80;55;8;FALSO; NONE; NONE;
882;Dracovish;Water;Dragon;505;90;90;100;70;80;75;8;FALSO; NONE; NONE;
883;Arctovish;Water;Ice;505;90;90;100;80;90;55;8;FALSO; NONE; NONE;
884;Duraludon;Steel;Dragon;535;70;95;115;120;50;85;8;FALSO; NONE; NONE;
884;Gigantamax Duraludon;Steel;Dragon;535;70;95;115;120;50;85;8;FALSO; NONE; NONE;
885;Dreepy;Dragon;Ghost;270;28;60;30;40;30;82;8;FALSO; NONE; Drakloak;
886;Drakloak;Dragon;Ghost;410;68;80;50;60;50;102;8;FALSO; Dreepy; Dragapult;
887;Dragapult;Dragon;Ghost;600;88;120;75;100;75;142;8;FALSO; Drakloak; NONE;
888;Zacian Hero of Many Battles;Fairy;NONE;670;92;130;115;80;115;138;8;VERDADERO; NONE; NONE;
888;Zacian Crowned Sword Forme;Fairy;Steel;720;92;170;115;80;115;148;8;VERDADERO; NONE; NONE;
889;Zamazenta Hero of Many Battles;Fighting;NONE;670;92;130;115;80;115;138;8;VERDADERO; NONE; NONE;
889;Zamazenta Crowned Sheild Forme;Fighting;Steel;720;92;130;145;80;145;128;8;VERDADERO; NONE; NONE;
890;Eternatus;Poison;Dragon;690;140;85;95;145;95;130;8;VERDADERO; NONE; NONE;
890;Eternamax Eternatus;Poison;Dragon;1125;255;115;250;125;250;130;8;VERDADERO; NONE; NONE;
891;Kubfu;Fighting;NONE;385;60;90;60;53;50;72;8;VERDADERO; NONE; Urshifu;
892;Urshifu Single Strike Style;Fighting;Dark;550;100;130;100;63;60;97;8;VERDADERO; Kubfu; NONE;
892;Gigantamax Urshifu Single Strike Style;Fighting;Dark;550;100;130;100;63;60;97;8;VERDADERO; NONE; NONE;
892;Urshifu Rapid Strike Style;Fighting;Water;550;100;130;100;63;60;97;8;VERDADERO; Kubfu; NONE;
892;Gigantamax Urshifu Rapid Strike Style;Fighting;Water;550;100;130;100;63;60;97;8;VERDADERO; NONE; NONE;
893;Zarude;Dark;Grass;600;105;120;105;70;95;105;8;VERDADERO; NONE; NONE;
893;Dada Zarude;Dark;Grass;600;105;120;105;70;95;105;8;VERDADERO; NONE; NONE;
894;Regieleki;Electric;NONE;580;80;100;50;100;50;200;8;VERDADERO; NONE; NONE;
895;Regidrago;Dragon;NONE;580;200;100;50;100;50;80;8;VERDADERO; NONE; NONE;
896;Glastrier;Ice;NONE;580;100;145;130;65;110;30;8;VERDADERO; NONE; NONE;
897;Spectrier;Ghost;NONE;580;100;65;60;145;80;130;8;VERDADERO; NONE; NONE;
898;Calyrex;Psychic;Grass;500;100;80;80;80;80;80;8;VERDADERO; NONE; NONE;
898;Ice Rider Calyrex;Psychic;Ice;680;100;165;150;85;130;50;8;VERDADERO; NONE; NONE;
898;Shadow Rider Calyrex;Psychic;Ghost;680;100;85;80;165;100;150;8;VERDADERO; NONE; NONE;
